31380, 13:02:24
6276, 13:02:24
31360, 13:02:41
31360, 13:02:58
6272, 13:02:58
31360, 13:03:15
6272, 13:03:15
31345, 13:03:32
6269, 13:03:32
31360, 13:03:49
6272, 13:03:49
31370, 13:04:06
6274, 13:04:06
31385, 13:04:23
6277, 13:04:23
31385, 13:04:40
6277, 13:04:40
31385, 13:04:57
6277, 13:04:57
31350, 13:05:14
31360, 13:05:31
6272, 13:05:31
31350, 13:05:48
6270, 13:05:48
31370, 13:06:05
6274, 13:06:05
31370, 13:06:22
6274, 13:06:22
31350, 13:06:39
31360, 13:06:56
6272, 13:06:56
31360, 13:07:13
6272, 13:07:13
31360, 13:07:30
6272, 13:07:30
31350, 13:07:47
6270, 13:07:47
31350, 13:08:04
6270, 13:08:04
31350, 13:08:21
6270, 13:08:21
31370, 13:08:38
6274, 13:08:38
31350, 13:08:55
6270, 13:08:55
31370, 13:09:12
6274, 13:09:12
31385, 13:09:29
6277, 13:09:29
31370, 13:09:46
6274, 13:09:46
31360, 13:10:03
6272, 13:10:03
31395, 13:10:20
6279, 13:10:20
31360, 13:10:37
6272, 13:10:37
31375, 13:10:54
6275, 13:10:54
31370, 13:11:11
31350, 13:11:28
6270, 13:11:28
31370, 13:11:45
6274, 13:11:45
31370, 13:12:02
6274, 13:12:02
31370, 13:12:19
6274, 13:12:19
31360, 13:12:36
6272, 13:12:36
31335, 13:12:53
6267, 13:12:53
31370, 13:13:10
6274, 13:13:10
31370, 13:13:27
31360, 13:13:44
6272, 13:13:44
31350, 13:14:01
31360, 13:14:18
6272, 13:14:18
31360, 13:14:35
6272, 13:14:35
31370, 13:14:52
6274, 13:14:52
31350, 13:15:09
6270, 13:15:09
31380, 13:15:26
6276, 13:15:26
31345, 13:15:43
31360, 13:16:00
6272, 13:16:00
31370, 13:16:17
6274, 13:16:17
31360, 13:16:34
6272, 13:16:34
31350, 13:16:51
6270, 13:16:51
31350, 13:17:08
6270, 13:17:08
31370, 13:17:25
6274, 13:17:25
31380, 13:17:42
6276, 13:17:42
31350, 13:17:59
6270, 13:17:59
31380, 13:18:16
6276, 13:18:16
31350, 13:18:33
31385, 13:18:50
6277, 13:18:50
31350, 13:19:07
31350, 13:19:24
6270, 13:19:24
31375, 13:19:41
6275, 13:19:41
31350, 13:19:58
31360, 13:20:15
6272, 13:20:15
31370, 13:20:32
6274, 13:20:32
31360, 13:20:49
31370, 13:21:06
6274, 13:21:06
31350, 13:21:23
31380, 13:21:40
31370, 13:21:57
6274, 13:21:57
31360, 13:22:14
6272, 13:22:14
31385, 13:22:31
6277, 13:22:31
31350, 13:22:48
6270, 13:22:48
31385, 13:23:05
31345, 13:23:22
31755, 13:23:39
6351, 13:23:39
31370, 13:23:56
6274, 13:23:56
31360, 13:24:13
6272, 13:24:13
31370, 13:24:30
6274, 13:24:30
31360, 13:24:47
6272, 13:24:47
31380, 13:25:04
6276, 13:25:04
31385, 13:25:21
6277, 13:25:21
31380, 13:25:38
6276, 13:25:38
31370, 13:25:55
31350, 13:26:12
31360, 13:26:29
6272, 13:26:29
31360, 13:26:46
6272, 13:26:46
31375, 13:27:03
6275, 13:27:03
31580, 13:27:20
6316, 13:27:20
31345, 13:27:37
6269, 13:27:37
31350, 13:27:54
6270, 13:27:54
31385, 13:28:11
6277, 13:28:11
31395, 13:28:28
6279, 13:28:28
31370, 13:28:45
6274, 13:28:45
31380, 13:29:02
6276, 13:29:02
31360, 13:29:19
31380, 13:29:36
6276, 13:29:36
31380, 13:29:53
6276, 13:29:53
31380, 13:30:10
6276, 13:30:10
31395, 13:30:27
6279, 13:30:27
31360, 13:30:44
6272, 13:30:44
31370, 13:31:01
6274, 13:31:01
31380, 13:31:18
6276, 13:31:18
31385, 13:31:35
6277, 13:31:35
31350, 13:31:52
6270, 13:31:52
31385, 13:32:09
31380, 13:32:26
6276, 13:32:26
31370, 13:32:43
6274, 13:32:43
31370, 13:33:00
6274, 13:33:00
31390, 13:33:17
6278, 13:33:17
31360, 13:33:34
6272, 13:33:34
